customer_id,age,gender,location,tenure_months,contract_type,monthly_charges,total_charges,data_usage_gb,call_minutes,support_tickets,internet_service,streaming_tv,streaming_movies,payment_method,churn
CUST_022518,36,Female,Urban,37,One year,90.3,2843.06,102.6,266.0,1,Fiber optic,No,No,Credit card,0
CUST_041097,18,Female,Suburban,32,Two year,60.76,1753.79,75.2,85.0,2,DSL,Yes,No,Bank transfer,1
CUST_042124,52,Male,Urban,1,Month-to-month,28.28,26.22,13.2,154.0,0,No,Yes,No,Credit card,1
CUST_096380,61,Male,Suburban,1,Month-to-month,20.0,21.56,43.2,608.0,3,No,No,No,Credit card,1
CUST_097908,36,Male,Suburban,20,Month-to-month,69.47,1519.45,87.6,20.0,0,Fiber optic,Yes,No,Bank transfer,1
CUST_031675,45,Male,Suburban,1,One year,37.53,35.19,46.1,118.0,0,No,Yes,Yes,Mailed check,1
CUST_074621,18,Male,Rural,23,Month-to-month,72.39,1978.4,31.8,195.0,1,No,No,No,Bank transfer,1
CUST_031386,40,Male,Suburban,26,One year,100.17,2833.94,61.9,434.0,2,DSL,Yes,No,Electronic check,1
CUST_030309,51,Male,Suburban,38,Month-to-month,80.78,2793.74,41.6,476.0,2,No,No,No,Bank transfer,1
CUST_064473,31,Female,Rural,5,Month-to-month,55.81,278.12,3.3,111.0,0,Fiber optic,Yes,No,Bank transfer,1
CUST_080662,44,Male,Urban,13,Month-to-month,36.33,405.76,2.2,550.0,0,No,Yes,No,Mailed check,0
CUST_094908,29,Male,Suburban,2,Month-to-month,75.39,128.58,60.9,96.0,3,Fiber optic,No,No,Bank transfer,1
CUST_050687,41,Male,Urban,8,Month-to-month,68.31,521.36,15.5,40.0,0,No,No,No,Credit card,1
CUST_003566,42,Male,Urban,72,Two year,68.33,4949.33,257.5,200.0,2,No,No,No,Electronic check,1
CUST_002336,46,Female,Suburban,13,One year,56.15,627.95,96.7,543.0,2,No,No,No,Bank transfer,1
CUST_061610,44,Female,Rural,55,Two year,37.99,2341.76,159.9,123.0,2,DSL,No,Yes,Credit card,1
CUST_086426,35,Male,Urban,1,Two year,94.65,85.72,85.5,260.0,0,DSL,Yes,No,Electronic check,1
CUST_010825,36,Female,Urban,9,One year,92.37,978.32,27.3,338.0,0,DSL,Yes,Yes,Credit card,1
CUST_013017,52,Male,Urban,37,Month-to-month,81.21,2791.27,23.9,566.0,2,Fiber optic,Yes,Yes,Mailed check,1
CUST_030618,49,Male,Urban,10,Month-to-month,54.12,646.4,12.9,667.0,1,No,No,Yes,Electronic check,0
CUST_094757,37,Male,Urban,6,Month-to-month,58.64,417.81,101.2,13.0,0,No,Yes,Yes,Credit card,1
CUST_008673,54,Male,Urban,33,One year,41.23,1185.73,22.5,613.0,3,Fiber optic,No,No,Electronic check,1
CUST_046185,25,Male,Suburban,19,Month-to-month,99.59,2122.57,81.9,6.0,3,No,No,No,Mailed check,1
CUST_068284,46,Female,Rural,11,Two year,55.64,543.95,11.9,34.0,1,Fiber optic,No,No,Credit card,1
CUST_011124,52,Male,Urban,10,Month-to-month,60.15,496.92,98.3,121.0,2,No,No,Yes,Credit card,1
CUST_011057,31,Male,Suburban,1,One year,94.61,101.55,13.7,179.0,1,No,Yes,Yes,Credit card,0
CUST_099688,42,Male,Suburban,72,Two year,94.51,6753.44,31.6,303.0,2,Fiber optic,No,No,Credit card,1
CUST_037429,32,Male,Suburban,2,Month-to-month,69.49,124.71,136.1,2000.0,4,DSL,No,No,Bank transfer,1
CUST_053469,35,Male,Suburban,62,Month-to-month,78.7,5316.5,28.4,163.0,0,Fiber optic,No,Yes,Electronic check,1
CUST_056447,18,Male,Urban,72,Month-to-month,141.73,10335.53,20.6,588.0,1,No,No,No,Mailed check,1
CUST_034437,32,Male,Urban,43,Two year,91.07,4011.3,52.9,261.0,1,DSL,No,No,Mailed check,1
CUST_072369,33,Male,Suburban,3,One year,38.05,102.99,41.8,1053.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_035053,42,Female,Suburban,14,Month-to-month,54.29,724.74,15.2,37.0,1,DSL,Yes,Yes,Electronic check,1
CUST_048707,39,Female,Suburban,51,Month-to-month,49.3,2566.27,9.0,21.0,0,Fiber optic,No,No,Mailed check,1
CUST_066096,37,Female,Urban,20,Month-to-month,38.01,828.23,17.5,269.0,3,Fiber optic,No,Yes,Credit card,1
CUST_059646,47,Male,Rural,52,Month-to-month,75.92,3635.3,3.1,223.0,0,DSL,No,No,Electronic check,1
CUST_063641,43,Male,Urban,72,Month-to-month,53.05,3435.99,65.3,734.0,1,Fiber optic,No,No,Credit card,1
CUST_041474,51,Male,Rural,17,One year,39.62,566.9,47.7,246.0,1,Fiber optic,Yes,No,Bank transfer,1
CUST_061455,24,Male,Urban,10,Month-to-month,23.14,248.12,98.2,648.0,1,No,Yes,Yes,Bank transfer,0
CUST_091831,40,Female,Rural,23,One year,77.5,1979.87,0.6,33.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_015364,22,Female,Urban,15,Month-to-month,80.1,1139.65,47.7,732.0,2,Fiber optic,No,No,Electronic check,1
CUST_075997,46,Female,Rural,27,Month-to-month,121.45,3708.41,7.6,26.0,1,Fiber optic,Yes,No,Mailed check,1
CUST_063375,25,Male,Rural,10,Two year,107.85,1165.53,120.5,605.0,2,Fiber optic,Yes,Yes,Credit card,1
CUST_009233,38,Male,Suburban,11,One year,65.13,671.03,2.4,195.0,0,Fiber optic,No,No,Electronic check,1
CUST_012665,32,Male,Urban,65,Month-to-month,63.0,3321.06,10.9,112.0,1,No,No,Yes,Electronic check,1
CUST_026622,40,Female,Urban,1,Month-to-month,87.53,88.4,162.1,141.0,2,Fiber optic,No,No,Credit card,1
CUST_059186,35,Male,Urban,23,Month-to-month,94.96,2453.99,175.6,356.0,0,No,Yes,Yes,Bank transfer,1
CUST_061858,36,Female,Urban,14,One year,62.91,983.06,69.9,984.0,1,Fiber optic,Yes,No,Credit card,1
CUST_042738,37,Male,Suburban,1,Month-to-month,34.04,36.52,12.1,914.0,4,Fiber optic,Yes,No,Credit card,1
CUST_076782,39,Female,Urban,20,Month-to-month,95.41,1616.57,22.9,60.0,1,No,Yes,No,Electronic check,0
CUST_091807,51,Male,Urban,11,Month-to-month,72.01,888.76,44.6,310.0,0,DSL,No,Yes,Electronic check,1
CUST_070339,42,Male,Rural,14,Month-to-month,64.73,998.48,65.0,200.0,1,No,Yes,Yes,Mailed check,0
CUST_089195,32,Male,Suburban,11,Month-to-month,54.0,591.66,96.2,118.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_025419,21,Male,Urban,17,One year,30.63,506.03,40.0,180.0,0,DSL,Yes,Yes,Credit card,1
CUST_055085,48,Male,Urban,12,Month-to-month,75.49,781.41,42.1,148.0,0,No,Yes,Yes,Electronic check,1
CUST_092561,42,Male,Urban,28,Month-to-month,20.0,569.6,123.1,306.0,3,Fiber optic,No,Yes,Electronic check,1
CUST_040056,63,Female,Suburban,18,One year,77.13,1149.71,35.9,537.0,2,No,Yes,No,Electronic check,0
CUST_058880,44,Female,Urban,72,Month-to-month,83.53,6427.96,10.9,1185.0,3,DSL,No,Yes,Mailed check,0
CUST_064630,30,Male,Urban,44,Month-to-month,104.15,4903.97,130.2,206.0,1,Fiber optic,Yes,No,Mailed check,1
CUST_063092,50,Male,Rural,3,Month-to-month,62.81,199.64,82.6,1064.0,0,Fiber optic,Yes,Yes,Mailed check,1
CUST_059804,43,Male,Suburban,13,Month-to-month,29.7,434.23,10.1,1064.0,2,DSL,No,Yes,Electronic check,1
CUST_019663,31,Female,Urban,1,One year,22.07,24.41,35.7,1437.0,1,Fiber optic,Yes,No,Mailed check,1
CUST_079285,39,Female,Urban,9,Two year,45.09,420.81,33.6,399.0,0,Fiber optic,Yes,Yes,Electronic check,1
CUST_037012,52,Male,Urban,15,Month-to-month,68.72,948.87,21.1,100.0,3,Fiber optic,Yes,No,Mailed check,1
CUST_038497,45,Female,Urban,5,One year,103.96,437.38,14.8,119.0,0,Fiber optic,No,Yes,Credit card,1
CUST_029244,31,Male,Urban,1,Month-to-month,56.04,62.55,56.1,443.0,0,DSL,Yes,No,Credit card,1
CUST_059587,43,Female,Suburban,14,Two year,55.36,714.0,41.9,130.0,1,DSL,No,No,Mailed check,0
CUST_037112,43,Male,Rural,72,One year,55.57,4073.94,33.0,41.0,0,DSL,No,Yes,Credit card,1
CUST_099550,55,Female,Urban,16,Month-to-month,75.0,1064.03,34.5,106.0,3,DSL,Yes,No,Mailed check,1
CUST_057351,18,Female,Urban,63,Month-to-month,30.34,1759.84,41.6,18.0,4,DSL,Yes,No,Electronic check,1
CUST_043422,61,Female,Suburban,72,Two year,66.89,4154.86,163.8,634.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_024048,30,Female,Suburban,1,Month-to-month,36.02,42.24,30.7,130.0,4,DSL,No,No,Bank transfer,1
CUST_087264,48,Female,Rural,66,One year,48.81,2863.71,1.9,375.0,2,No,No,No,Electronic check,1
CUST_063190,27,Male,Urban,42,Month-to-month,29.84,1330.81,5.3,225.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_017221,52,Male,Rural,20,Month-to-month,41.16,973.73,86.3,471.0,1,DSL,Yes,Yes,Electronic check,1
CUST_036058,43,Male,Suburban,20,Two year,74.92,1359.13,1.6,343.0,5,No,No,No,Mailed check,1
CUST_068539,35,Male,Suburban,5,Month-to-month,104.3,555.15,1.8,169.0,2,No,Yes,No,Electronic check,1
CUST_070965,38,Female,Urban,68,Month-to-month,35.09,2606.49,222.3,544.0,3,Fiber optic,Yes,No,Bank transfer,1
CUST_056464,33,Female,Urban,17,Month-to-month,74.88,1440.49,84.4,90.0,1,Fiber optic,Yes,Yes,Bank transfer,1
CUST_056449,24,Male,Urban,6,Month-to-month,75.86,515.98,8.1,532.0,0,DSL,No,Yes,Credit card,1
CUST_068055,33,Female,Urban,46,Month-to-month,52.82,2379.66,38.5,393.0,1,No,No,No,Bank transfer,1
CUST_022131,24,Female,Suburban,18,One year,76.96,1223.41,111.7,129.0,1,DSL,No,Yes,Bank transfer,0
CUST_074250,32,Male,Urban,53,Two year,93.47,4963.16,17.4,318.0,0,DSL,Yes,No,Credit card,1
CUST_082559,41,Female,Suburban,5,Month-to-month,59.52,274.85,24.0,238.0,0,DSL,No,No,Electronic check,1
CUST_047889,45,Male,Urban,11,Month-to-month,89.16,1053.53,72.7,120.0,0,DSL,No,Yes,Electronic check,1
CUST_060784,49,Female,Urban,43,Two year,42.17,1453.01,36.5,399.0,3,DSL,Yes,No,Credit card,0
CUST_040596,33,Male,Urban,32,Month-to-month,43.71,1371.58,66.4,265.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_090351,18,Female,Suburban,7,Month-to-month,104.84,599.3,154.6,137.0,1,DSL,Yes,Yes,Electronic check,1
CUST_026807,37,Female,Urban,6,Month-to-month,62.5,394.31,37.8,697.0,0,Fiber optic,No,Yes,Electronic check,0
CUST_017143,60,Female,Suburban,30,Month-to-month,52.86,1839.23,28.8,256.0,1,Fiber optic,No,No,Credit card,1
CUST_098560,25,Female,Urban,18,One year,78.18,1389.82,53.4,970.0,2,No,No,No,Electronic check,1
CUST_052636,54,Male,Suburban,32,One year,94.61,2656.99,43.2,75.0,0,DSL,No,Yes,Electronic check,1
CUST_036408,69,Female,Urban,11,Month-to-month,97.5,900.1,9.2,56.0,2,Fiber optic,No,No,Credit card,1
CUST_095374,38,Female,Urban,23,Month-to-month,49.59,1273.39,15.2,527.0,0,DSL,Yes,No,Electronic check,1
CUST_047152,29,Female,Suburban,30,Month-to-month,93.57,3319.34,43.0,142.0,3,Fiber optic,Yes,No,Credit card,1
CUST_051006,37,Male,Urban,5,One year,36.95,218.72,49.1,166.0,1,No,Yes,No,Credit card,1
CUST_051466,47,Female,Suburban,41,One year,43.07,1720.63,6.3,98.0,0,No,Yes,No,Bank transfer,1
CUST_001776,32,Female,Urban,8,Month-to-month,20.0,157.76,17.4,88.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_085988,32,Female,Urban,5,Two year,67.43,295.26,51.0,527.0,1,DSL,Yes,No,Electronic check,1
CUST_094353,32,Male,Urban,12,Two year,51.07,680.36,13.2,338.0,4,Fiber optic,Yes,No,Electronic check,1
CUST_073227,45,Male,Suburban,16,Month-to-month,58.29,794.42,3.5,5.0,1,Fiber optic,No,No,Credit card,1
CUST_082058,35,Female,Urban,38,Month-to-month,67.43,2817.51,25.6,108.0,2,Fiber optic,No,No,Bank transfer,1
CUST_038222,28,Male,Urban,37,Month-to-month,75.4,2534.78,43.1,1488.0,1,Fiber optic,No,No,Electronic check,1
CUST_046511,31,Female,Urban,38,One year,52.9,2316.81,34.4,42.0,0,DSL,Yes,No,Electronic check,1
CUST_058661,28,Male,Urban,7,Month-to-month,75.93,515.08,4.6,822.0,2,Fiber optic,Yes,No,Credit card,1
CUST_091833,56,Male,Suburban,23,One year,40.75,1063.67,12.0,1738.0,3,DSL,No,Yes,Mailed check,1
CUST_054572,36,Female,Suburban,15,Month-to-month,81.5,1232.66,25.3,483.0,3,DSL,No,No,Electronic check,1
CUST_044191,47,Male,Urban,9,Month-to-month,62.85,493.77,4.8,204.0,2,Fiber optic,No,No,Electronic check,1
CUST_003850,33,Female,Urban,4,Two year,72.25,269.68,8.5,146.0,1,DSL,Yes,No,Electronic check,1
CUST_025796,53,Male,Urban,1,Month-to-month,64.11,56.65,104.2,502.0,4,DSL,Yes,Yes,Bank transfer,1
CUST_052282,42,Male,Rural,5,Month-to-month,64.02,379.33,119.6,365.0,0,Fiber optic,No,No,Electronic check,1
CUST_021008,36,Male,Urban,4,Month-to-month,67.85,218.34,4.2,371.0,1,Fiber optic,No,No,Bank transfer,1
CUST_020657,59,Female,Suburban,24,One year,97.39,2362.12,11.0,52.0,1,Fiber optic,Yes,No,Mailed check,1
CUST_011634,51,Male,Urban,16,Month-to-month,61.01,1104.3,24.1,212.0,1,No,No,Yes,Bank transfer,0
CUST_046142,57,Female,Urban,21,One year,54.73,1315.09,5.8,732.0,0,Fiber optic,Yes,Yes,Mailed check,1
CUST_023966,29,Female,Urban,57,Month-to-month,118.52,6604.83,22.4,314.0,1,No,No,No,Bank transfer,1
CUST_011569,31,Male,Suburban,56,Two year,50.57,2714.81,2.7,583.0,1,No,Yes,No,Electronic check,1
CUST_066227,53,Female,Urban,69,Month-to-month,71.02,3926.45,86.4,61.0,2,Fiber optic,Yes,Yes,Electronic check,1
CUST_000539,33,Male,Urban,22,Month-to-month,56.53,1212.86,142.1,388.0,2,No,No,No,Credit card,1
CUST_087236,45,Male,Urban,51,Month-to-month,94.41,5585.64,93.0,72.0,1,DSL,Yes,No,Bank transfer,1
CUST_034642,24,Male,Urban,7,Two year,45.99,286.28,51.6,40.0,3,No,No,Yes,Electronic check,1
CUST_030077,55,Female,Urban,13,Two year,89.45,1177.29,10.2,449.0,3,No,Yes,Yes,Electronic check,1
CUST_023217,43,Female,Urban,5,Month-to-month,49.59,239.96,14.5,77.0,1,Fiber optic,No,No,Credit card,1
CUST_048541,37,Male,Urban,27,Month-to-month,23.62,720.94,78.4,248.0,2,Fiber optic,Yes,No,Bank transfer,1
CUST_080986,44,Female,Urban,8,Two year,38.2,262.07,7.2,419.0,2,DSL,No,Yes,Bank transfer,0
CUST_018582,32,Female,Suburban,4,Month-to-month,28.76,107.67,9.4,201.0,2,DSL,Yes,No,Electronic check,1
CUST_063910,37,Male,Suburban,5,One year,27.19,120.2,80.0,227.0,1,No,No,No,Bank transfer,0
CUST_075545,36,Female,Urban,4,Month-to-month,81.73,297.12,14.6,100.0,0,DSL,No,No,Mailed check,1
CUST_043551,66,Female,Rural,21,Month-to-month,32.09,702.13,47.3,335.0,1,Fiber optic,No,No,Mailed check,1
CUST_065502,47,Female,Suburban,4,Month-to-month,65.42,278.17,143.7,440.0,1,DSL,No,No,Bank transfer,1
CUST_097185,56,Male,Suburban,7,Month-to-month,69.15,563.15,20.3,924.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_073905,46,Female,Urban,3,One year,79.46,204.02,3.1,156.0,0,Fiber optic,Yes,No,Mailed check,1
CUST_035459,62,Female,Urban,15,Month-to-month,50.17,818.58,212.7,191.0,0,DSL,Yes,No,Mailed check,1
CUST_069604,24,Female,Urban,18,Two year,82.99,1249.28,18.9,207.0,0,DSL,No,Yes,Electronic check,1
CUST_006912,31,Male,Urban,9,One year,65.22,541.22,135.4,46.0,3,Fiber optic,No,Yes,Credit card,1
CUST_017580,56,Male,Urban,23,Month-to-month,38.93,803.99,22.2,179.0,3,DSL,No,No,Credit card,1
CUST_006556,38,Male,Urban,15,Month-to-month,60.32,766.02,55.1,209.0,0,Fiber optic,Yes,Yes,Mailed check,1
CUST_075002,26,Female,Rural,15,Two year,63.2,765.38,14.6,211.0,3,DSL,No,No,Credit card,1
CUST_045798,34,Male,Urban,11,Month-to-month,110.76,1183.61,12.1,528.0,1,Fiber optic,Yes,Yes,Credit card,1
CUST_011980,24,Female,Suburban,1,Month-to-month,101.06,120.77,8.3,330.0,2,Fiber optic,Yes,No,Credit card,1
CUST_065234,36,Female,Suburban,10,Two year,51.38,539.9,136.1,323.0,1,Fiber optic,No,Yes,Credit card,1
CUST_083656,31,Male,Rural,9,Month-to-month,67.29,676.57,181.8,28.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_050330,44,Male,Suburban,11,One year,72.61,762.81,62.9,468.0,0,Fiber optic,Yes,No,Electronic check,0
CUST_077944,54,Female,Urban,22,Two year,20.0,427.42,44.8,618.0,0,No,Yes,Yes,Bank transfer,1
CUST_048342,36,Female,Urban,39,Two year,60.83,2397.8,40.0,1.0,1,No,No,No,Bank transfer,1
CUST_025107,25,Female,Urban,7,One year,68.03,456.92,64.9,36.0,4,DSL,No,Yes,Mailed check,1
CUST_065390,42,Female,Urban,3,One year,124.86,368.04,1.5,215.0,2,No,Yes,No,Electronic check,0
CUST_056329,26,Female,Urban,13,Month-to-month,74.27,975.33,7.7,32.0,1,Fiber optic,No,No,Electronic check,1
CUST_055435,51,Female,Suburban,12,One year,57.03,799.68,12.8,623.0,6,DSL,No,Yes,Electronic check,1
CUST_020761,46,Female,Urban,30,Month-to-month,64.86,1566.76,29.7,416.0,1,DSL,Yes,Yes,Electronic check,1
CUST_066103,35,Female,Urban,10,Month-to-month,80.04,787.84,36.2,207.0,2,DSL,No,No,Electronic check,1
CUST_073963,28,Male,Rural,1,Month-to-month,64.97,58.85,69.0,663.0,1,DSL,No,No,Mailed check,1
CUST_034677,18,Male,Urban,52,One year,61.58,3716.59,25.1,126.0,0,No,Yes,Yes,Electronic check,1
CUST_014361,42,Male,Suburban,18,Month-to-month,67.31,1413.2,30.6,262.0,4,DSL,No,Yes,Mailed check,1
CUST_038803,44,Female,Suburban,29,Month-to-month,71.27,2019.84,40.1,732.0,0,Fiber optic,Yes,No,Credit card,1
CUST_068450,23,Male,Urban,18,Month-to-month,85.37,1469.05,70.9,166.0,3,DSL,No,Yes,Mailed check,1
CUST_036729,44,Female,Suburban,72,Month-to-month,82.02,5812.74,212.5,34.0,2,DSL,Yes,Yes,Bank transfer,1
CUST_002154,24,Male,Urban,3,One year,87.46,259.67,27.6,1267.0,1,No,No,Yes,Electronic check,1
CUST_022535,65,Female,Rural,32,Month-to-month,67.26,2220.88,32.0,977.0,3,Fiber optic,No,No,Credit card,1
CUST_069404,39,Female,Urban,15,Two year,92.57,1311.31,5.5,77.0,3,DSL,No,No,Electronic check,0
CUST_083949,18,Male,Suburban,29,Month-to-month,67.64,2187.17,133.4,519.0,2,DSL,No,No,Electronic check,1
CUST_023358,24,Male,Urban,72,Month-to-month,20.0,1560.09,7.7,238.0,1,Fiber optic,Yes,No,Bank transfer,1
CUST_097230,45,Female,Urban,6,Two year,43.17,237.02,16.5,35.0,2,Fiber optic,No,Yes,Electronic check,1
CUST_076754,53,Female,Urban,14,Two year,73.64,1054.76,221.8,13.0,0,Fiber optic,Yes,Yes,Bank transfer,1
CUST_014466,61,Female,Urban,3,Two year,52.05,167.84,85.5,666.0,0,No,No,No,Bank transfer,0
CUST_025648,43,Female,Urban,46,Month-to-month,78.77,4039.77,17.7,834.0,0,DSL,No,No,Bank transfer,0
CUST_019180,36,Female,Rural,18,One year,65.61,1302.36,27.9,704.0,2,Fiber optic,Yes,No,Mailed check,0
CUST_027658,63,Male,Urban,41,One year,73.84,2947.96,22.0,613.0,3,DSL,Yes,Yes,Electronic check,0
CUST_076995,53,Male,Urban,48,One year,96.03,4434.86,20.0,337.0,0,DSL,Yes,Yes,Credit card,0
CUST_059010,34,Male,Urban,17,Two year,87.88,1695.28,26.3,53.0,1,No,No,No,Electronic check,1
CUST_059141,31,Male,Urban,12,One year,115.55,1298.5,124.0,999.0,0,No,Yes,No,Mailed check,1
CUST_034210,18,Female,Suburban,20,One year,77.13,1837.51,128.3,8.0,3,Fiber optic,No,No,Bank transfer,1
CUST_051274,36,Male,Suburban,16,Month-to-month,29.78,509.12,36.3,104.0,4,Fiber optic,No,No,Electronic check,1
CUST_073857,34,Male,Suburban,1,Month-to-month,96.58,110.45,191.8,119.0,5,Fiber optic,No,Yes,Bank transfer,1
CUST_060436,34,Male,Urban,72,Month-to-month,64.73,5335.15,10.9,367.0,0,DSL,No,No,Mailed check,1
CUST_079972,37,Female,Urban,26,One year,37.99,822.01,29.4,203.0,2,DSL,No,No,Electronic check,0
CUST_066970,40,Female,Urban,8,Month-to-month,80.57,757.03,131.4,425.0,1,No,Yes,No,Electronic check,1
CUST_050550,27,Male,Urban,6,Month-to-month,68.06,394.23,18.4,972.0,0,No,Yes,No,Electronic check,1
CUST_003482,35,Male,Urban,5,Month-to-month,106.91,627.05,4.5,534.0,0,Fiber optic,No,No,Bank transfer,1
CUST_045069,61,Female,Suburban,33,One year,45.12,1525.36,68.4,68.0,3,Fiber optic,Yes,No,Bank transfer,1
CUST_079991,26,Female,Urban,1,Month-to-month,37.85,36.11,45.8,1012.0,0,Fiber optic,No,No,Electronic check,0
CUST_029476,42,Male,Urban,27,One year,86.8,2010.85,10.3,462.0,1,No,No,Yes,Electronic check,1
CUST_098177,24,Male,Suburban,47,Two year,35.71,1930.09,132.7,75.0,1,No,No,Yes,Credit card,1
CUST_018083,43,Male,Suburban,6,One year,60.97,345.03,15.1,52.0,2,Fiber optic,No,No,Electronic check,0
CUST_023612,30,Male,Urban,1,One year,20.0,16.51,20.5,23.0,2,DSL,No,No,Bank transfer,1
CUST_010946,32,Male,Urban,4,Month-to-month,60.79,201.63,66.0,90.0,5,DSL,No,No,Credit card,0
CUST_013292,46,Male,Urban,52,Month-to-month,52.01,2577.77,63.1,156.0,1,Fiber optic,No,Yes,Mailed check,1
CUST_001366,39,Female,Urban,21,Month-to-month,41.33,963.2,7.9,824.0,5,Fiber optic,No,No,Electronic check,1
CUST_035842,52,Female,Urban,15,Month-to-month,57.65,864.71,26.0,207.0,0,Fiber optic,Yes,Yes,Electronic check,1
CUST_098258,28,Female,Urban,26,One year,35.43,860.33,71.2,238.0,1,Fiber optic,No,No,Mailed check,1
CUST_038152,49,Female,Suburban,40,Two year,78.88,2948.78,5.1,506.0,3,DSL,No,No,Credit card,1
CUST_040411,43,Female,Suburban,6,Two year,40.53,260.83,43.3,220.0,3,No,Yes,Yes,Credit card,1
CUST_034923,36,Male,Urban,62,Month-to-month,61.14,3870.26,54.4,91.0,2,DSL,No,Yes,Bank transfer,1
CUST_002776,36,Female,Urban,1,Month-to-month,85.02,84.07,27.5,722.0,2,DSL,Yes,Yes,Credit card,1
CUST_034049,48,Male,Rural,70,Month-to-month,82.39,5268.55,8.1,106.0,0,Fiber optic,No,No,Credit card,1
CUST_072657,39,Female,Urban,9,Month-to-month,62.45,671.47,73.7,172.0,3,No,No,No,Bank transfer,1
CUST_089245,37,Male,Urban,35,Two year,59.94,1876.39,57.3,225.0,1,DSL,No,Yes,Electronic check,0
CUST_075277,23,Female,Rural,3,Two year,97.57,259.53,34.4,693.0,2,DSL,No,Yes,Electronic check,0
CUST_095219,31,Male,Urban,36,Month-to-month,32.79,1385.89,28.5,27.0,4,DSL,No,No,Electronic check,0
CUST_091490,26,Male,Suburban,12,Month-to-month,77.23,832.52,91.9,310.0,2,Fiber optic,Yes,Yes,Electronic check,0
CUST_016085,55,Female,Rural,72,Two year,105.77,7033.75,2.8,226.0,3,Fiber optic,No,Yes,Mailed check,1
CUST_097987,18,Male,Urban,61,One year,57.1,3317.01,14.3,317.0,1,Fiber optic,No,Yes,Electronic check,1
CUST_085688,33,Female,Urban,3,Month-to-month,41.56,119.59,27.9,699.0,0,Fiber optic,No,No,Credit card,0
CUST_042737,42,Male,Urban,6,Month-to-month,87.05,503.19,23.2,87.0,4,Fiber optic,No,Yes,Mailed check,1
CUST_017511,61,Female,Urban,1,Month-to-month,97.3,112.03,5.8,60.0,1,No,No,No,Bank transfer,1
CUST_032885,45,Male,Urban,2,Two year,79.51,150.97,48.0,123.0,0,No,Yes,No,Bank transfer,1
CUST_055186,38,Female,Suburban,19,One year,84.82,1503.51,20.8,49.0,1,Fiber optic,No,No,Electronic check,1
CUST_047217,44,Male,Suburban,8,One year,72.65,536.8,77.6,10.0,1,DSL,No,No,Electronic check,1
CUST_002140,41,Female,Suburban,22,Month-to-month,58.08,1509.87,108.1,1412.0,2,Fiber optic,No,Yes,Electronic check,1
CUST_038786,42,Female,Urban,19,Month-to-month,20.0,440.39,6.6,74.0,2,DSL,Yes,No,Mailed check,1
CUST_071008,49,Male,Urban,40,Month-to-month,75.37,2907.68,45.5,756.0,0,DSL,No,No,Credit card,1
CUST_003986,46,Male,Rural,26,Month-to-month,105.3,2618.29,117.5,669.0,4,DSL,Yes,Yes,Bank transfer,0
CUST_025451,50,Female,Urban,3,Month-to-month,107.76,271.71,80.0,123.0,2,DSL,No,No,Bank transfer,1
CUST_044996,40,Male,Rural,50,Month-to-month,43.75,2108.09,11.2,386.0,2,No,No,Yes,Mailed check,1
CUST_032768,27,Male,Urban,21,One year,65.49,1385.72,40.5,346.0,0,DSL,Yes,No,Mailed check,1
CUST_042533,41,Male,Urban,11,Month-to-month,48.61,533.68,28.8,97.0,4,Fiber optic,Yes,No,Electronic check,1
CUST_086493,29,Male,Suburban,7,Month-to-month,50.93,310.89,7.2,21.0,2,DSL,No,No,Mailed check,1
CUST_094555,59,Male,Suburban,62,Month-to-month,55.47,3901.49,56.8,133.0,1,DSL,Yes,No,Electronic check,1
CUST_014733,55,Female,Suburban,34,Two year,86.86,3171.76,64.0,229.0,1,Fiber optic,No,No,Electronic check,1
CUST_086980,50,Female,Urban,25,One year,38.01,978.32,78.6,96.0,4,DSL,Yes,No,Mailed check,0
CUST_093673,45,Female,Rural,1,Month-to-month,43.68,37.92,41.0,69.0,2,Fiber optic,No,No,Electronic check,1
CUST_028950,32,Male,Urban,19,Month-to-month,59.9,1017.96,91.3,476.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_075140,48,Male,Urban,15,One year,47.69,579.28,59.2,404.0,0,Fiber optic,Yes,No,Mailed check,1
CUST_085235,53,Male,Urban,15,Month-to-month,20.0,246.94,30.9,234.0,2,Fiber optic,No,No,Bank transfer,1
CUST_072667,53,Female,Urban,4,One year,71.55,263.63,12.1,303.0,1,Fiber optic,Yes,No,Credit card,1
CUST_094921,56,Male,Urban,29,Month-to-month,20.0,594.47,70.6,210.0,3,Fiber optic,Yes,Yes,Credit card,0
CUST_045561,26,Female,Suburban,36,Month-to-month,45.78,1488.47,99.7,32.0,3,Fiber optic,No,Yes,Credit card,0
CUST_075726,50,Female,Urban,72,Month-to-month,84.29,7041.26,235.8,139.0,2,No,Yes,Yes,Electronic check,1
CUST_020368,27,Male,Urban,6,Month-to-month,62.72,423.54,17.3,264.0,1,No,Yes,No,Bank transfer,1
